,matter,q0,q1,q2,q3,q4,q5,q6,q7,q8,citations
382,"[5566.0, 9196.0]",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282_inc2_par6', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art5', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282_inc1_par6', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art71', 'lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_inc1_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art301']"
383,[5555.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art415', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art15', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art419', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art414']"
384,[5847.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art180_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art59_inc3', 'urn:lex:br:federal:lei:1990-07-13;8069!art244', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art59', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art64', 'lei+8069+1990!art244']"
385,[3632.0],0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art64_inc1', 'lei+9503+1997!art298_inc3', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art44', 'urn:lex:br:federal:lei:1997-09-23;9503!art306', 'urn:lex:br:federal:lei:1997-09-23;9503!art298_inc1', 'lei+9503+1997!art306']"
386,[3632.0],0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"['urn:lex:br:federal:lei:1997-09-23;9503!art306_caput_par1', 'lei+12760+2012!', 'lei+12706+2012!', 'lei+12760+2012!art306', 'urn:lex:br:federal:lei:1997-09-23;9503!art306_inc1', 'urn:lex:br:federal:lei:1997-09-23;9503!art306']"
387,"[3372.0, 5555.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2']"
388,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art478_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593_inc3', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art492_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art564_par1', 'urn:lex:br:federal:lei:2002-01-10;10406!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art490', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc1_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc4_par2']"
389,"[3372.0, 5555.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art415', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art581_inc4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art419', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art414']"
390,[3632.0],2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:lei:1997-09-23;9503!art29', 'lei+9503+1997!art302_caput']"
391,[3508.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art273_inc4_par1', 'urn:lex:br:federal:constituicao:1988-10-05;1988!art5_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art33', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art564_inc3', 'urn:lex:br:federal:lei:2002-01-10;10406!art83_inc9_par5', 'urn:lex:br:federal:constituicao:1988-10-05;1988!art5', 'urn:lex:br:federal:constituicao:1988-10-05;1988!art97', 'lei+11343+2007!art33', 'lei+11343+2006!art33_par4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art621_inc1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art273', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art5', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art273_inc1_par1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art273_par1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art621', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art273_inc5_par1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art564', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art334_caput']"
392,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593_inc3', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art492_inc1', 'urn:lex:br:federal:lei:2002-01-10;10406!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc4_par2', 'urn:lex:br:federal:constituicao:1988-10-05;1988!art5_inc38', 'lei+10826+2003!art14_caput']"
393,[3632.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:constituicao:1988-10-05;1988!art5', 'urn:lex:br:federal:lei:2002-01-10;10406!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art64', 'lei+9503+1997!art306_inc2_par1', 'lei+9503+1997!art302', 'urn:lex:br:federal:lei:1997-09-23;9503!art306', 'lei+9503+1997!art306']"
394,[5555.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593', 'lei+11340+2006!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art129_par9', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art61_inc2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art5']"
395,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art415', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art581_inc4', 'urn:lex:br:federal:lei:2002-01-10;10406!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art415_inc4', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art419', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc4_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art414']"
396,[10949.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['notfound!art5']
397,"[3372.0, 5555.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art589', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2']"
398,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art581_inc4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc4_par2']"
399,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art415', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art581_inc4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art419', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art414']"
400,"[3521.0, 3416.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+8666+1993!art89', 'lei+8666+1993!art89_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art5', 'lei+8666+1993!art59', 'lei+8666+1993!art25_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art485', 'lei+8666+1993!art90', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art619', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_inc2_par2', 'urn:lex:br:federal:lei:2002-01-10;10406!', 'lei+8666+1993!art99_par2', 'lei+8666+1993!art84', 'lei+8666+1993!art24_inc24', 'lei+8666+1993!art37_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art621', 'lei+8666+1993!art37_inc21', 'lei+8666+1993!art99_caput_par1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art621_inc3']"
401,"[3385.0, 5560.0, 3402.0]",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319']"
402,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2']"
403,[3370.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art475']
404,[3431.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art41', 'lei+8038+1990!art31', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art29']"
405,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art121_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593_inc3', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art492_inc1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art59', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art593_inc3', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc4_par2']"
406,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art29_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art29_inc4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art29', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc4_par2']"
407,[10633.0],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art70', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art228', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art155', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art4']"
408,[3632.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+7492+1986!art25', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art159', 'lei+12850+2013!art6', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art33_par2', 'lei+8137+1990!art16_par1', 'lei+9503+1997!art298_inc3', 'lei+8072+1990!art8_par1', 'urn:lex:br:federal:lei:2002-01-10;10406!', 'lei+11343+2006!art41', 'lei+1060+1950!art12', 'urn:lex:br:federal:constituicao:1988-10-05;1988!', 'lei+9503+1997!art306']"
409,"[3370.0, 5555.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art415', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art581_inc4', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art419', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art414']"
410,"[3370.0, 5865.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art41', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art395', 'urn:lex:br:federal:constituicao:1988-10-05;1988!art105_inc2', 'urn:lex:br:federal:lei:2002-01-10;10406!', 'lei+9605+1998!art48', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art311']"
411,[3370.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art62_inc3', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art244', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593_inc3', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'lei+8069+1990!']"
412,[3416.0],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art5', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art155_par4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art155', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art310', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14', 'lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art301', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art311', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art155_inc4_par4']"
413,"[3372.0, 5555.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art492', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593_inc3', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art29']"
414,[3369.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art102', 'lei+10741+2003!art5_inc4', 'lei+10741+2003!art99', 'lei+10741+2003!art102', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art99', 'lei+11343+2006!', 'urn:lex:br:federal:lei:2002-01-10;10406!', 'lei+10741+2003!art207', 'lei+10741+2003!art5_inc2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art129_par9', 'lei+11340+2006!art5']"
415,"[3555.0, 10982.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art370_par1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art370', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art402', 'lei+8038+1990!art31']"
416,"[3371.0, 5555.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593_inc3', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593_inc2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art492', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc4_par2']"
417,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593_inc3', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art478', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art29']"
418,[3632.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art33', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art5_par3', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art77', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art67', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art44', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art44_inc2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art65_inc3', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art65', 'urn:lex:br:federal:lei:1997-09-23;9503!art306_inc1_par1']"
419,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art61_inc2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc4_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art33_par2']"
420,"[3370.0, 5555.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_caput']"
421,[3660.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art59', 'lei+6766+1979!art50_inc1_par1']"
422,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art415', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art581_inc4', 'lei+11340+2006!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art61_inc2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc2_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art7_inc1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art5', 'urn:lex:br:federal:lei:2002-01-10;10406!art414', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art419']"
423,"[10508.0, 3391.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art366', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art136_par3', 'lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313']"
424,"[3372.0, 5555.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art415', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art581_inc4', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art29_inc4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art29', 'urn:lex:br:federal:lei:2002-01-10;10406!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art419', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art414']"
425,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art5', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc4_par2']"
426,[3416.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['notfound!art93_inc9']
427,[3632.0],2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:lei:1997-09-23;9503!art302_caput', 'urn:lex:br:federal:lei:1997-09-23;9503!art293_caput', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!', 'lei+9503+1997!art302_caput', 'lei+9503+1997!art302']"
428,[5555.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2']"
429,[3632.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1940-12-07;2848!art65_inc3', 'lei+9503+1997!art302_caput', 'lei+9503+1997!art302']"
430,"[3372.0, 5555.0, 3637.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art121_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art593_inc3', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art492_inc1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:constituicao:1988-10-05;1988!art5_inc38']"
431,[3419.0],0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art396', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art282_inc2_par6', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art5', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc1', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art310', 'lei+12403+2011!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_par2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art301']"
432,[3465.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art387_inc4', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art5', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art213_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art621_inc1', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art59', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art157_inc2_par2', 'urn:lex:br:federal:lei:2002-01-10;10406!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art65', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art621', 'urn:lex:br:federal:lei:1973-01-11;5869!art485']"
433,"[3372.0, 5555.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:lei:2002-01-10;10406!', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art14_inc4', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_par2']"
434,[3608.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lei+11343+2006!art33_caput', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art312', 'lei+11343+2006!', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art313_inc2', 'urn:lex:br:federal:decreto.lei:1941-10-03;3689!art319']"
435,[3372.0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['urn:lex:br:federal:decreto.lei:1941-10-03;3689!art413', 'urn:lex:br:federal:decreto.lei:1940-12-07;2848!art121_inc4_par2']"
